"Address","City","Bd1","Bth1","Sqft","LotSz1","LotUnit","Year","Date","Sqft.dollor","DOM.CDOM","OrgPrice","LstPrice","SalPrice","SP.LP","zip"
"945 Towse Dr","Woodland","2-3","2 (2 0)",1587,0.1241,"ac","1989",2014-12-03,159.11,"46/46",260000,"260,000","252500",97.12,95776
"1379 Colette Way","Woodland","3","3 (3 0)",2300,0.1446,"ac","1976",2014-01-21,110,"4/4",255000,"255,000","253000",99.22,95776
"1350 E Gum Ave","Woodland","3","2 (2 0)",1205,4830,"sf","1986",2014-09-02,210.79,"104/104",265000,"255,000","254000",99.61,95776
"1546 Paradise Valley Dr","Woodland","3","3 (2 1)",1446,0.11,"ac","1990",2014-11-17,175.66,"21/21",264000,"264,000","254000",96.21,95776
"1300 Van Buren Pl","Woodland","3","2 (2 0)",1214,0.1995,"ac","1988",2014-11-21,210.05,"57/71",255000,"255,000","255000",100,95776
"1395 Eaglerock Pl","Woodland","3","2 (2 0)",1375,0.1376,"ac","1984",2014-02-25,185.45,"21/21",255000,"255,000","255000",100,95776
"1463 Tyler Pl","Woodland","5","3 (2 1)",1995,0.191,"ac","1988",2014-03-26,130.33,"31/31",269900,"269,900","260000",96.33,95776
"1378 Leo Way","Woodland","3","2 (2 0)",1152,0.0992,"ac","1986",2014-04-29,227.86,"2/2",265000,"265,000","262500",99.06,95776
"809 Kate Ln","Woodland","3","2 (2 0)",1201,6601,"sf","1986",2014-08-15,220.65,"3/3",254900,"254,900","265000",103.96,95776
"1180 Sun Valley Dr","Woodland","3","2 (2 0)",1350,0.1085,"ac","1990",2014-08-29,196.3,"34/34",289000,"279,000","265000",94.98,95776
"1553 Owens Valley Dr","Woodland","4","3 (2 1)",1666,4792,"sf","1990",2014-08-12,160.26,"13/13",278000,"278,000","267000",96.04,95776
"1449 Stetson St","Woodland","3","2 (2 0)",1201,5998,"sf","1988",2014-09-05,223.98,"4/4",275500,"275,500","269000",97.64,95776
"1431 Hoover Dr","Woodland","3-4","2 (2 0)",1236,0.131,"ac","1988",2014-07-16,219.26,"6/6",259000,"259,000","271000",104.63,95776
"1336 E Gum Ave","Woodland","2","1 (1 0)",1378,31037,"sf","1933",2014-04-02,197.75,"9/9",269000,"269,000","272500",101.3,95776
"1461 Bridle Ln","Woodland","3","2 (2 0)",1452,6011,"sf","1986",2014-01-27,189.39,"19/19",289000,"289,000","275000",95.16,95776
"1452 Clearwater Way","Woodland","3","2 (2 0)",1430,0.209,"ac","1986",2014-10-20,192.31,"45/45",275000,"275,000","275000",100,95776
"1517 Washington Dr","Woodland","3","2 (2 0)",1462,0.1251,"ac","1988",2014-11-07,188.1,"5/5",274900,"274,900","275000",100.04,95776
"1434 Springcreek Dr","Woodland","3","2 (2 0)",1526,0.1377,"ac","1987",2015-02-13,181.52,"113/113",299999,"290,000","277000",95.52,95776
"805 Brookside Dr","Woodland","3","2 (2 0)",1430,0.155,"ac","1986",2014-08-11,195.1,"41/41",285000,"285,000","279000",97.89,95776
"1435 Garfield Ct","Woodland","3","3 (2 1)",1482,0.131,"ac","1987",2014-04-29,188.93,"4/4",269000,"269,000","280000",104.09,95776
"1547 Squaw Valley Dr","Woodland","3","2 (2 0)",1400,0.11,"ac","1991",2014-11-26,200,"47/47",289000,"279,000","280000",100.36,95776
"1467 Willow Springs Dr","Woodland","3","2 (2 0)",1666,0.138,"ac","1987",2014-08-11,171.07,"41/41",305250,"295,000","285000",96.61,95776
"1440 Willow Springs Dr","Woodland","3","2 (2 0)",1430,0.161,"ac","1986",2014-05-21,199.3,"2/2",299000,"299,000","285000",95.32,95776
"1457 Springdale Dr","Woodland","3","2 (2 0)",1831,0.1377,"ac","1987",2014-12-26,160.02,"8/8",298500,"298,500","293000",98.16,95776
"1356 Tyler Dr","Woodland","3","2 (2 0)",1463,0.1146,"ac","1989",2014-09-04,201.64,"4/4",295000,"295,000","295000",100,95776
"1359 Tyler Dr","Woodland","3","2 (2 0)",1490,0.109,"ac","1989",2014-06-09,197.99,"10/10",295000,"295,000","295000",100,95776
"1419 Coolidge Dr","Woodland","3","2 (2 0)",1746,0.13,"ac","1992",2014-10-23,170.1,"3/3",296820,"296,820","297000",100.06,95776
"1425 Spring Creek Dr","Woodland","3","2 (2 0)",1430,6490,"sf","1987",2014-07-08,209.72,"10/10",299900,"299,900","299900",100,95776
"1465 Hoover Ct","Woodland","4","2 (2 0)",1795,0.222,"ac","1978",2014-10-29,167.13,"7/7",289900,"289,900","300000",103.48,95776
"800 Crystal springs","Woodland","4","3 (2 1)",1935,6735,"sf","1987",2014-05-15,159.69,"5/5",309000,"309,000","309000",100,95776
"1438 Roosevelt Dr","Woodland","5","3 (3 0)",2530,0.16,"ac","1992",2014-02-05,140.32,"55/55",365000,"357,000","355000",99.44,95776
"1423 E Gum Ave","Woodland","3","3 (2 1)",1824,0.451,"ac","1991",2014-05-22,219.3,"4/4",389900,"389,900","400000",102.59,95776
"1343 E Gum Ave","Woodland","4","4 (3 1)",2719,0.205,"ac","1980",2014-09-03,148.22,"91/116",499000,"399,000","403000",101,95776
"659 Woodard Dr","Woodland","2","2 (2 0)",992,0.1,"ac","2003",2014-01-06,218.75,"9/9",229900,"229,900","217000",94.39,95776
"684 Woodard Dr","Woodland","2","2 (2 0)",1004,0.11,"ac","2003",2014-03-11,224.1,"10/10",240000,"240,000","225000",93.75,95776
"925 Duncan","Woodland","3","2 (2 0)",1073,5227,"ac","1998",2014-07-11,210.62,"3/3",209000,"209,000","226000",108.13,95776
"1717 Lee Dr","Woodland","2","2 (2 0)",955,0.11,"ac","2004",2014-07-31,238.74,"9/9",230000,"230,000","228000",99.13,95776
"1981 Hackett","Woodland","3","2 (2 0)",1481,0.13,"ac","1998",2014-12-31,156.68,"27/27",253600,"253,600","232050",91.5,95776
"776 Laugenour Dr","Woodland","3","2 (2 0)",1560,4356,"sf","2003",2015-01-27,150.64,"38/38",275000,"250,000","235000",94,95776
"975 Campbell Cir","Woodland","2-3","2 (2 0)",1391,0.12,"ac","1996",2014-01-31,172.54,"2/2",239000,"239,000","240000",100.42,95776
"860 Browning Cir","Woodland","3","2 (2 0)",1262,0.12,"ac","1997",2014-07-25,198.1,"28/28",260000,"260,000","250000",96.15,95776
"887 Wallace Dr","Woodland","3","2 (2 0)",1140,0.1,"ac","2001",2014-07-16,223.68,"36/36",269000,"254,900","255000",100.04,95776
"1992 Stonehaven Loop","Woodland","3","3 (2 1)",1580,2614,"sf","2008",2014-01-09,162.03,"69/69",262000,"259,500","256000",98.65,95776
"987 Campbell Cir","Woodland","3","2 (2 0)",1227,0.12,"ac","1997",2014-10-01,211.08,"21/21",275000,"259,000","259000",100,95776
"806 Walker St","Woodland","3","2 (2 0)",1557,0.16,"ac","2001",2014-02-21,166.99,"78/78",233000,"260,000","260000",100,95776
"752 Stonehaven Loop","Woodland","3","3 (2 1)",1870,0.05,"ac","2008",2014-03-20,139.04,"115/115",285000,"274,000","260000",94.89,95776
"1784 Farnham Ave","Woodland","2-3","2 (2 0)",1542,0.11,"ac","2004",2014-01-31,168.61,"17/17",260000,"260,000","260000",100,95776
"1729 Elston Cir","Woodland","3","2 (2 0)",1584,0.11,"ac","2006",2014-10-03,164.14,"5/5",260000,"260,000","260000",100,95776
"1983 Huston Cir","Woodland","3","2 (2 0)",1322,0.09,"ac","1995",2014-04-21,196.67,"14/14",265000,"265,000","260000",98.11,95776
"1834 Hardy Dr","Woodland","3","2 (2 0)",1627,0.14,"ac","2004",2014-03-28,162.88,"26/26",265000,"265,000","265000",100,95776
"919 Wallace Dr","Woodland","3","2 (2 0)",1138,4792,"sf","2001",2014-11-18,232.86,"6/6",264900,"264,900","265000",100.04,95776
"1968 Gregory Ct","Woodland","3","3 (2 1)",1909,0.05,"ac","2007",2014-07-31,139.34,"29/29",274000,"274,000","266000",97.08,95776
"1968 Ochoa Ct","Woodland","3","3 (2 1)",1909,0.05,"ac","2007",2015-01-23,139.86,"127/127",284900,"269,000","267000",99.26,95776
"1972 Miller Ct","Woodland","4","3 (3 0)",2047,2614,"sf","2007",2014-05-01,132.88,"307/307",195000,"264,900","272000",102.68,95776
"1958 Vaca Ct","Woodland","3","3 (2 1)",1796,0.06,"ac","2007",2014-07-11,152.28,"4/4",275000,"275,000","273500",99.45,95776
"748 Breen Ct","Woodland","3","3 (2 1)",1796,0.06,"ac","2007",2014-11-25,152.28,"8/8",279000,"279,000","273500",98.03,95776
"915 Wallace Dr","Woodland","3","2 (2 0)",1336,0.11,"ac","2001",2014-09-08,205.46,"23/23",279000,"274,500","274500",100,95776
"1971 Ochoa Ct","Woodland","4","3 (3 0)",2047,0.06,"ac","2007",2014-04-15,134.34,"102/102",215000,"265,000","275000",103.77,95776
"903 Wallace Dr.","Woodland","4","2 (2 0)",1557,0.13,"ac","2001",2014-01-29,176.62,"72/72",310000,"280,000","275000",98.21,95776
"1967 Stephens Ln","Woodland","4","3 (2 1)",1821,3920,"sf","1997",2014-09-05,151.02,"114/114",329000,"299,000","275000",91.97,95776
"1952 Savala Ct","Woodland","3","3 (2 1)",1909,0.05,"ac","2008",2014-04-10,145.63,"65/65",282500,"282,500","278000",98.41,95776
"982 Hunter Ln","Woodland","3","2 (2 0)",1426,0.11,"ac","1997",2014-10-23,196.28,"39/39",299900,"279,900","279900",100,95776
"1872 Blowers Dr","Woodland","4","3 (3 0)",2744,0.13,"ac","2005",2014-03-13,102.04,"153/153",420000,"420,000","280000",66.67,95776
"755 Breen","Woodland","4","3 (3 0)",2108,0.06,"ac","2008",2014-06-03,133.78,"24/24",289000,"289,000(V)","282000",97.58,95776
"756 Stonehaven Loop","Woodland","3","3 (3 0)",2108,0.07,"ac","2008",2014-04-29,135.2,"145/145",295000,"295,000","285000",96.61,95776
"1861 Hardy Drive","Woodland","3","2 (2 0)",1300,0.13,"ac","2004",2014-10-31,219.23,"4/4",285000,"285,000","285000",100,95776
"1951 Maxwell Ave","Woodland","3","2 (2 0)",1478,0.17,"ac","1999",2014-03-14,193.5,"7/7",275000,"275,000","286000",104,95776
"986 Lusk Dr","Woodland","4","2 (2 0)",1557,0.12,"ac","2002",2014-04-15,183.69,"17/17",297500,"297,500","286000",96.13,95776
"22 Mulcahy Ct","Woodland","3","2 (2 0)",1447,0.16,"ac","1997",2014-04-28,198.69,"4/4",280000,"280,000","287500",102.68,95776
"1025 Barnes Cir","Woodland","4","3 (3 0)",1829,6098,"sf","1995",2014-01-03,158.01,"19/19",297000,"297,000","289000",97.31,95776
"777 Laugenour Dr","Woodland","3","2 (2 0)",1813,0.13,"ac","2002",2014-02-21,159.9,"106/106",353900,"295,900","289900",97.97,95776
"1785 Farnham Ave","Woodland","2-3","2 (2 0)",1543,0.12,"ac","2004",2015-02-13,187.88,"66/66",290000,"289,900","289900",100,95776
"1950 Vallejo Ct","Woodland","3-4","3 (3 0)",2108,0.06,"ac","2007",2014-12-22,138.99,"127/127",299000,"292,500","293000",100.17,95776
"623 Waterman Ln","Woodland","4","3 (3 0)",2108,3049,"sf","2008",2014-07-16,139.94,"7/7",295000,"295,000","295000",100,95776
"1785 Elston Cir","Woodland","3","2 (2 0)",1542,5663,"sf","2003",2014-09-19,191.31,"7/7",295000,"295,000","295000",100,95776
"640 Azevedo Ct","Woodland","3-4","3 (3 0)",2108,0.06,"ac","2007",2015-01-09,139.94,"11/11",325000,"325,000","295000",90.77,95776
"4 Mast Ct","Woodland","4","2 (2 0)",1738,NA,NA,"1998",2014-02-28,169.74,"62/62",329900,"289,900","295000",101.76,95776
"622 Laugenour Dr","Woodland","3","2 (2 0)",1600,0.14,"ac","2002",2014-07-14,184.38,"8/8",295000,"295,000","295000",100,95776
"754 Merritt Cir","Woodland","3","2 (2 0)",1533,0.15,"ac","2003",2014-10-09,195.69,"32/32",324900,"310,000","300000",96.77,95776
"884 Kincheloe Dr","Woodland","4","3 (2 1)",2019,0.11,"ac","1997",2014-04-11,149.08,"10/10",290000,"290,000","301000",103.79,95776
"1981 Hackett Dr","Woodland","3","2 (2 0)",1481,0.13,"ac","1998",2015-02-18,205.94,"3/3",305000,"305,000","305000",100,95776
"1883 Blowers Dr","Woodland","4","3 (2 1)",2012,0.13,"ac","2005",2014-06-24,152.58,"198/198",375000,"305,000","307000",100.66,95776
"785 Laugenour Dr","Woodland","3","2 (2 0)",1581,0.14,"ac","2002",2014-12-22,195.92,"2/2",299000,"299,000","309750",103.6,95776
"1948 Hershey Dr","Woodland","3","2 (2 0)",1627,0.13,"ac","2004",2014-10-31,191.15,"15/15",314000,"314,000","311000",99.04,95776
"1027 Bourn Dr","Woodland","4","3 (2 1)",2100,0.13,"ac","1996",2014-02-07,149.05,"33/33",316000,"316,000","313000",99.05,95776
"1968 Hackett Dr","Woodland","3","2 (2 0)",1493,0.14,"ac","1996",2014-03-21,210.98,"5/5",315000,"315,000","315000",100,95776
"1649 Craft Dr","Woodland","4","2 (2 0)",1717,0.16,"ac","1997",2014-01-22,185.79,"4/4",319900,"319,900","319000",99.72,95776
"1722 Merritt Cir","Woodland","3","3 (2 1)",1949,4792,"sf","2004",2014-02-07,164.19,"18/18",329000,"329,000","320000",97.26,95776
"900 Ross Dr","Woodland","3-5","3 (2 1)",2029,0.16,"ac","1996",2014-01-31,158.7,"50/50",339000,"339,000","322000",94.99,95776
"1725 Elston Cir","Woodland","3","3 (2 1)",1949,0.11,"ac","2003",2014-04-08,169.32,"54/54",350000,"345,000","330000",95.65,95776
"10 Epperson Ct","Woodland","3","2 (2 0)",1858,0.13,"ac","1998",2014-09-11,177.61,"71/71",345000,"339,900","330000",97.09,95776
"912 Garcia","Woodland","4-5","3 (3 0)",2295,4792,"sf","1997",2014-02-06,145.97,"23/23",355000,"355,000","335000",94.37,95776
"876 Wallace Dr","Woodland","4-5","3 (3 0)",2298,0.14,"ac","1996",2014-04-01,147.95,"34/34",349900,"339,900","340000",100.03,95776
"34 Hiller Ct","Woodland","3-4","2 (2 0)",1858,6534,"sf","1999",2014-08-08,184.34,"71/71",365000,"349,900","342500",97.89,95776
"1817 Hardy Dr","Woodland","3-4","2 (2 0)",1857,0.13,"ac","2004",2014-09-23,184.71,"5/5",343000,"343,000","343000",100,95776
"968 Duncan Cir","Woodland","4","3 (2 1)",2110,5227,"sf","1996",2014-05-29,163.51,"8/8",349000,"349,000","345000",98.85,95776
"1013 Powers Cir","Woodland","4","3 (2 1)",2110,5663,"sf","1995",2014-05-19,165.83,"9/9",349900,"349,900","349900",100,95776
"34 Roman Ct","Woodland","4","2 (2 0)",1780,0.16,"ac","1995",2014-07-11,196.63,"9/9",349000,"349,000","350000",100.29,95776
"1805 E Gum Ave","Woodland","3","3 (2 1)",2012,5663,"sf","2003",2014-09-08,173.96,"38/38",352000,"352,000","350000",99.43,95776
"1988 Schlotz Ct","Woodland","3","2 (2 0)",1965,0.14,"ac","1998",2014-09-25,178.12,"53/53",359900,"349,900","350000",100.03,95776
"847 Walker St","Woodland","3","2 (2 0)",1858,0.17,"ac","Unknown",2014-05-19,191.07,"12/12",369900,"369,900","355000",95.97,95776
"1701 Lee Ct","Woodland","4","3 (3 0)",2358,0.18,"ac","2004",2014-05-01,150.55,"54/54",374900,"359,900","355000",98.64,95776
"1623 Farnham Ave","Woodland","4","3 (3 0)",2183,0.1,"ac","2003",2014-05-07,162.62,"77/77",369000,"359,000","355000",98.89,95776
"26 Arellano Ct","Woodland","5","3 (3 0)",2314,0.2,"ac","1995",2014-11-24,155.57,"116/116",395000,"359,999","359999",100,95776
"1757 Lee Dr","Woodland","3-4","3 (2 1)",2183,0.18,"ac","2004",2014-01-06,164.91,"9/9",350000,"360,000","360000",100,95776
"1826 Gable Dr","Woodland","4","3 (2 1)",2286,0.13,"ac","2003",2014-04-28,158.36,"9/9",360000,"360,000","362000",100.56,95776
"822 Atwell Circle","Woodland","3-4","3 (2 1)",2348,0.2,"ac","2002",2014-11-05,155.45,"119/119",385000,"369,900","365000",98.68,95776
"931 Farnham Dr","Woodland","4","2 (2 0)",1890,0.16,"ac","1995",2014-01-21,195.77,"37/37",399000,"399,000","370000",92.73,95776
"1706 Lee Ct","Woodland","4","3 (3 0)",2110,0.14,"ac","2004",2014-06-20,176.54,"55/55",389000,"375,000","372500",99.33,95776
"1645 Craft Dr","Woodland","3","3 (2 1)",2029,0.17,"ac","1997",2014-07-29,185.81,"44/44",389900,"379,900","377000",99.24,95776
"1828 Rominger Ct.","Woodland","5","3 (3 0)",2448,5657,"sf","2011",2014-08-22,156.05,"108/108",439000,"384,800","382000",99.27,95776
"1996 Schlotz Ct","Woodland","4","3 (3 0)",2599,0.16,"ac","1998",2014-10-07,147.36,"50/50",395000,"389,900","383000",98.23,95776
"1940 Maxwell Ave","Woodland","5","3 (3 0)",2421,0.14,"ac","1998",2014-08-14,159.03,"11/11",379900,"379,900","385000",101.34,95776
"1886 Hardy Dr","Woodland","6","3 (3 0)",3225,0.14,"ac","2004",2014-04-01,120.93,"11/11",389500,"389,500","390000",100.13,95776
"1965 Hackett Dr","Woodland","4","3 (3 0)",2314,0.14,"ac","1996",2014-04-30,170.48,"36/36",394500,"394,500","394500",100,95776
"22 Epperson Ct","Woodland","3","3 (3 0)",2281,0.21,"ac","1998",2014-06-09,173.17,"23/23",395000,"395,000","395000",100,95776
"773 Laugenour Dr","Woodland","4","3 (3 0)",2500,0.13,"ac","2003",2014-03-24,160,"4/4",410000,"410,000","400000",97.56,95776
"1885 Hardy Dr","Woodland","5","3 (3 0)",3225,0.13,"ac","2004",2014-05-16,124.03,"10/101",409900,"409,900","400000",97.58,95776
"24 Joyce Ct","Woodland","5","3 (3 0)",2298,0.26,"ac","1996",2014-08-14,174.06,"32/32",409000,"409,000","400000",97.8,95776
"30 Darby Ct","Woodland","5","3 (3 0)",2513,0.23,"ac","1996",2014-11-24,161.56,"36/36",425000,"415,000","406000",97.83,95776
"18 Eaton Ct","Woodland","4","3 (3 0)",2802,0.21,"ac","1995",2014-12-18,148.82,"14/14",435000,"435,000","417000",95.86,95776
"1828 Olvera Dr","Woodland","4-6","3 (3 0)",3208,0.1766,"ac","1997",2014-08-08,143.39,"6/6",469900,"469,900","460000",97.89,95776
"10 Tadlock Pl","Woodland","5","3 (3 0)",2740,0.36,"ac","1999",2014-08-08,195.62,"8/8",497500,"497,500","536000",107.74,95776
"1995 Liberty Ln","Woodland","2","1 (1 0)",803,0.06,"ac","2006",2015-02-13,255.29,"103/103",210000,"210,000","205000",97.62,95776
"1999 Liberty Ln","Woodland","2","1 (1 0)",803,0.06,"ac","2006",2014-12-31,272.73,"70/70",249000,"219,000","219000",100,95776
"2386 Delgado Place","Woodland","3","1 (1 0)",1165,0.14,"ac","2007",2014-07-11,193.13,"52/52",229900,"229,900","225000",97.87,95776
"2550 Farmers Central R","Woodland","3","2 (2 0)",1669,0.08,"ac","2007",2014-04-18,159.38,"29/29",268000,"266,000","266000",100,95776
"2582 Farmers Central R","Woodland","3","3 (2 1)",2121,0.08,"ac","2006",2014-06-30,140.03,"10/10",300000,"300,000","297000",99,95776
"2558 Farmers Central R","Woodland","3","3 (2 1)",2121,3485,"sf","2006",2014-11-25,142.86,"117/117",340000,"319,000","303000",94.98,95776
"2509 Allen Cir","Woodland","3","3 (2 1)",2043,0.08,"ac","2007",2014-06-12,154.19,"8/8",299000,"299,000","315000",105.35,95776
"2682 Mack Way","Woodland","3","2 (2 0)",1651,0.14,"ac","2009",2014-08-12,190.79,"85/85",335000,"319,000","315000",98.75,95776
"1922 Boyle Pl","Woodland","3","3 (2 1)",2334,0.12,"ac","2006",2014-06-24,135.39,"30/30",358000,"358,000","316000",88.27,95776
"2757 Nicolson Cir","Woodland","3","3 (2 1)",2309,0.11,"ac","2007",2014-02-26,137.94,"190/190",425000,"329,900","318500",96.54,95776
"2671 Mack Way","Woodland","3","2 (2 0)",1975,0.16,"ac","2009",2014-02-26,161.52,"37/37",338000,"338,000","319000",94.38,95776
"2791 Shoemaker Ct","Woodland","3","2 (2 0)",1975,0.15,"ac","2008",2014-01-17,162.03,"58/58",337500,"329,000","320000",97.26,95776
"2679 Nicolson Cir","Woodland","3","2 (2 0)",1742,0.1,"ac","2006",2014-05-15,183.7,"12/12",325000,"325,000","320000",98.46,95776
"2625 Nicolson Cir","Woodland","3","3 (2 1)",2309,0.09,"ac","2006",2014-12-01,138.59,"136/136",335000,"328,000","320000",97.56,95776
"2129 Ragen Pl","Woodland","3","2 (2 0)",1838,0.13,"ac","2009",2014-07-17,179,"13/13",329000,"329,000","329000",100,95776
"2687 Mack Way","Woodland","3","2 (2 0)",1975,6534,"sf","2008",2014-05-20,169.62,"76/76",349000,"349,000","335000",95.99,95776
"2679 Holland Way","Woodland","3","3 (2 1)",2958,0.15,"ac","2008",2014-03-20,114.1,"42/42",375000,"337,500","337500",100,95776
"2113 Ragen Pl","Woodland","3","2 (2 0)",1838,0.13,"ac","2009",2014-07-18,183.9,"19/19",349500,"349,500","338000",96.71,95776
"2566 Allen Cir","Woodland","3-4","3 (2 1)",2337,3920,"sf","2006",2014-06-13,145.49,"71/71",359000,"349,500","340000",97.28,95776
"2650 Nicolson Cir","Woodland","3","3 (2 1)",2687,0.09,"ac","2006",2014-09-12,127.95,"20/20",365000,"355,000","343800",96.85,95776
"2205 Ragen St","Woodland","3","2 (2 0)",1838,6098,"sf","2009",2014-11-12,188.79,"2/2",349000,"349,000","347000",99.43,95776
"2799 Nicolson Cir","Woodland","3-4","3 (2 1)",2337,0.1,"ac","2008",2014-06-26,149.34,"83/83",365000,"349,000","349000",100,95776
"2124 Ulrich Pl","Woodland","3","2 (2 0)",1838,5662,"sf","2008",2014-05-08,190.15,"6/6",349500,"349,500","349500",100,95776
"1678 Hoffman St","Woodland","4","2 (2 0)",1943,0.19,"ac","2011",2014-08-07,180.13,"9/9",359950,"359,950","350000",97.24,95776
"2691 Mack Way","Woodland","4","2 (2 0)",2345,0.13,"ac","2008",2014-07-23,150.32,"55/55",374900,"359,900","352500",97.94,95776
"1623 Brubaker St","Woodland","3","3 (2 1)",2009,0.15,"ac","2009",2014-03-03,175.71,"3/3",353000,"353,000","353000",100,95776
"2226 Armus St","Woodland","3","2 (2 0)",2056,6534,"sf","2008",2014-01-29,171.69,"77/143",359900,"359,900","353000",98.08,95776
"1627 Flores Way","Woodland","3","3 (2 1)",2009,6970,"sf","2009",2014-02-26,176.21,"4/4",359000,"359,000","354000",98.61,95776
"2666 Nicolson Cir","Woodland","3-4","3 (2 1)",2687,3920,"sf","2006",2014-09-22,132.12,"39/39",364000,"355,000","355000",100,95776
"2137 Stewart Cir","Woodland","3-4","2 (2 0)",1838,0.12,"ac","2007",2014-09-15,193.69,"11/11",349500,"349,500","356000",101.86,95776
"2679 Ortiz Ave","Woodland","3-4","3 (2 1)",2459,0.12,"ac","2005",2014-12-04,145.99,"2/47",359000,"359,000","359000",100,95776
"2358 Mcnary","Woodland","4","3 (2 1)",2420,0.12,"ac","2008",2014-05-13,148.35,"125/125",390000,"369,000","359000",97.29,95776
"2558 Allen Cir","Woodland","5-6","3 (2 1)",2698,0.1,"ac","2006",2014-03-31,134.17,"134/134",380000,"369,000","362000",98.1,95776
"1922 Boyle Pl","Woodland","3-4","3 (2 1)",2334,0.12,"ac","2006",2014-11-24,155.31,"60/60",379900,"364,900","362500",99.34,95776
"1833 Campos Ave","Woodland","4","3 (2 1)",2468,5227,"sf","2006",2014-07-16,147.89,"22/31",385000,"365,000","365000",100,95776
"2367 Mack Pl","Woodland","4","3 (2 1)",2394,5227,"sf","2006",2014-11-07,153.3,"45/45",395000,"383,800","367000",95.62,95776
"2788 Shinn Ct","Woodland","4","3 (3 0)",2604,0.16,"ac","2006",2014-12-26,142.09,"70/70",399900,"379,900","370000",97.39,95776
"2213 Reinecke Ct","Woodland","4","3 (2 1)",2159,6098,"sf","2008",2014-03-31,171.38,"36/36",385000,"379,000","370000",97.63,95776
